"","feature_name","p_value","is_cat"
"484","z_gr032rpi5","1.91190703503113e-07","TRUE"
"485","z_gr033rpi1","4.15968125608017e-09","FALSE"
"486","z_gr033rpi2","4.34505028007495e-09","FALSE"
"487","z_gr033rpi3","6.76347739680144e-10","FALSE"
"488","z_gr033rpi4","1.21659143993605e-09","FALSE"
"489","z_gr033rpi5","2.77291159615116e-10","FALSE"
"490","z_gr034rpi1","0.753036518589477","FALSE"
"491","z_gr034rpi2","0.603123065209845","FALSE"
"492","z_gr034rpi3","0.761106867685367","FALSE"
"493","z_gr034rpi4","0.566348204860535","FALSE"
"494","z_gr034rpi5","0.557847963801725","FALSE"
"495","z_gr035rpci1","8.39514273220501e-10","FALSE"
"496","z_gr035rpci2","4.9170097168078e-10","FALSE"
"497","z_gr035rpci3","6.52638254240417e-11","FALSE"
"498","z_gr035rpci4","1.86138162661364e-10","FALSE"
"499","z_gr035rpci5","2.50963956211098e-11","FALSE"
"500","z_gr036rpi1","0.00142198436442277","TRUE"
"501","z_gr036rpi2","0.000534133861940109","TRUE"
"502","z_gr036rpi3","0.00109858843018705","TRUE"
"503","z_gr036rpi4","0.00059889289031468","TRUE"
"504","z_gr036rpi5","0.000700208159578234","TRUE"
"505","z_gr037rpi1","0.235707310826379","FALSE"
"506","z_gr037rpi2","0.22250558018654","FALSE"
"507","z_gr037rpi3","0.252278935227992","FALSE"
"508","z_gr037rpi4","0.34963316095842","FALSE"
"509","z_gr037rpi5","0.204330055722669","FALSE"
"510","z_gr060rpi1","9.65675651901468e-24","TRUE"
"511","z_gr060rpi2","1.52007214136614e-24","TRUE"
"512","z_gr060rpi3","1.532223217685e-23","TRUE"
"513","z_gr060rpi4","2.24259691979524e-23","TRUE"
"514","z_gr060rpi5","1.0626985391864e-24","TRUE"
"515","z_gr061rpi1","2.0692535522016e-15","FALSE"
"516","z_gr061rpi2","2.50118924400523e-16","FALSE"
"517","z_gr061rpi3","3.1663504648259e-17","FALSE"
"518","z_gr061rpi4","1.73809135146761e-18","FALSE"
"519","z_gr061rpi5","3.04283531714497e-20","FALSE"
"520","z_gr062rpi1","3.99477505314591e-13","TRUE"
